antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule_str
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.03490372343377171,0.02974307752067033,0.018367460185339326,0.5262321144674086,17.69259129630069,1.0,0.017329316033488616,2.0479584034882494,0.9776010847783609,0.39688249400479614,0.5117088324173388,0.5718847139501222,HAND WARMER OWL DESIGN,HAND WARMER SCOTTY DOG DESIGN,HAND WARMER OWL DESIGN → HAND WARMER SCOTTY DOG DESIGN
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.026358137728205982,0.03734531934964763,0.017368625492480996,0.6589473684210527,17.644711034644565,1.0,0.016384272421559147,2.8225986006723303,0.9688632236068477,0.37485029940119763,0.6457165394463795,0.562014546023305,"CHARLOTTE BAG SUKI DESIGN, RED RETROSPOT CHARLOTTE BAG",CHARLOTTE BAG PINK POLKADOT,"CHARLOTTE BAG SUKI DESIGN, RED RETROSPOT CHARLOTTE BAG → CHARLOTTE BAG PINK POLKADOT"
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",0.03734531934964763,0.026358137728205982,0.017368625492480996,0.4650817236255573,17.644711034644562,1.0,0.016384272421559147,1.8201693703025488,0.9799212659330038,0.37485029940119763,0.45060057799248643,0.562014546023305,CHARLOTTE BAG PINK POLKADOT,"CHARLOTTE BAG SUKI DESIGN, RED RETROSPOT CHARLOTTE BAG","CHARLOTTE BAG PINK POLKADOT → CHARLOTTE BAG SUKI DESIGN, RED RETROSPOT CHARLOTTE BAG"
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'WOODLAND CHARLOTTE BAG'}),0.025414793851617556,0.03778924587980689,0.016924698962321735,0.6659388646288209,17.6224438758825,1.0,0.015964293068478356,2.8803433031833228,0.9678519391082037,0.36570743405275774,0.6528191625995375,0.5569048214480374,"RED RETROSPOT CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG",WOODLAND CHARLOTTE BAG,"RED RETROSPOT CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG → WOODLAND CHARLOTTE BAG"
frozenset({'WOODLAND CHARLOTTE BAG'}),"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG'})",0.03778924587980689,0.025414793851617556,0.016924698962321735,0.447870778267254,17.6224438758825,1.0,0.015964293068478356,1.76513969517832,0.9802989392478304,0.36570743405275774,0.43347260121586206,0.5569048214480374,WOODLAND CHARLOTTE BAG,"RED RETROSPOT CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG","WOODLAND CHARLOTTE BAG → RED RETROSPOT CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG"
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'RED RETROSPOT CHARLOTTE BAG'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.026580100993285612,0.03734531934964763,0.017479607125020807,0.6576200417536534,17.609169052663578,1.0,0.01648696476508067,2.8116560489726754,0.9689666342727566,0.3763440860215053,0.6443377203390931,0.5628367667906454,"CHARLOTTE BAG PINK POLKADOT, RED RETROSPOT CHARLOTTE BAG",STRAWBERRY CHARLOTTE BAG,"CHARLOTTE BAG PINK POLKADOT, RED RETROSPOT CHARLOTTE BAG → STRAWBERRY CHARLOTTE BAG"
frozenset({'STRAWBERRY CHARLOTTE BAG'}),"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'RED RETROSPOT CHARLOTTE BAG'})",0.03734531934964763,0.026580100993285612,0.017479607125020807,0.4680534918276374,17.609169052663578,1.0,0.01648696476508067,1.8299206481327337,0.9798024382299225,0.3763440860215053,0.45352821663583703,0.5628367667906454,STRAWBERRY CHARLOTTE BAG,"CHARLOTTE BAG PINK POLKADOT, RED RETROSPOT CHARLOTTE BAG","STRAWBERRY CHARLOTTE BAG → CHARLOTTE BAG PINK POLKADOT, RED RETROSPOT CHARLOTTE BAG"
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.02974307752067033,0.029854059153210145,0.01559291937184396,0.5242537313432836,17.56055110137047,1.0,0.014704967776143354,2.0392087227210953,0.9719633605622308,0.35435056746532156,0.5096137100347373,0.523279282028519,HAND WARMER SCOTTY DOG DESIGN,HAND WARMER BIRD DESIGN,HAND WARMER SCOTTY DOG DESIGN → HAND WARMER BIRD DESIGN
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.029854059153210145,0.02974307752067033,0.01559291937184396,0.5223048327137546,17.560551101370468,1.0,0.014704967776143354,2.0311214953069237,0.9720745501018478,0.35435056746532156,0.5076611604423547,0.523279282028519,HAND WARMER BIRD DESIGN,HAND WARMER SCOTTY DOG DESIGN,HAND WARMER BIRD DESIGN → HAND WARMER SCOTTY DOG DESIGN
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'WOODLAND CHARLOTTE BAG'}),0.026358137728205982,0.03778924587980689,0.017479607125020807,0.6631578947368421,17.548852306978898,1.0,0.016483552977475818,2.8565631762943227,0.9685452660489706,0.37455410225921515,0.6499289746858495,0.5628564804080686,"CHARLOTTE BAG SUKI DESIGN, RED RETROSPOT CHARLOTTE BAG",WOODLAND CHARLOTTE BAG,"CHARLOTTE BAG SUKI DESIGN, RED RETROSPOT CHARLOTTE BAG → WOODLAND CHARLOTTE BAG"
frozenset({'WOODLAND CHARLOTTE BAG'}),"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",0.03778924587980689,0.026358137728205982,0.017479607125020807,0.4625550660792951,17.548852306978898,1.0,0.016483552977475818,1.8116123175057148,0.9800516284945351,0.37455410225921515,0.44800551953807,0.5628564804080686,WOODLAND CHARLOTTE BAG,"CHARLOTTE BAG SUKI DESIGN, RED RETROSPOT CHARLOTTE BAG","WOODLAND CHARLOTTE BAG → CHARLOTTE BAG SUKI DESIGN, RED RETROSPOT CHARLOTTE BAG"
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.030242494867099495,0.05171744076355363,0.027301481604794408,0.9027522935779817,17.45547111863606,1.0,0.025737417167963114,9.751207448752142,0.9721104157711296,0.4994923857868021,0.8974485974936397,0.7153246446430681,"PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER ",GREEN REGENCY TEACUP AND SAUCER,"PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER  → GREEN REGENCY TEACUP AND SAUCER"
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.05171744076355363,0.030242494867099495,0.027301481604794408,0.5278969957081545,17.45547111863606,1.0,0.025737417167963114,2.054122715417871,0.9941249708008812,0.4994923857868021,0.5131741679821843,0.7153246446430681,GREEN REGENCY TEACUP AND SAUCER,"PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER ","GREEN REGENCY TEACUP AND SAUCER → PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER "
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.020087675489706455,0.050108207091726316,0.017479607125020807,0.8701657458563534,17.365733007837594,1.0,0.0164730497215912,7.316187851761588,0.9617343375427071,0.331578947368421,0.8633167955413801,0.6095014775793395,"CHARLOTTE BAG PINK POLKADOT, STRAWBERRY CHARLOTTE BAG",RED RETROSPOT CHARLOTTE BAG,"CHARLOTTE BAG PINK POLKADOT, STRAWBERRY CHARLOTTE BAG → RED RETROSPOT CHARLOTTE BAG"
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'STRAWBERRY CHARLOTTE BAG'})",0.050108207091726316,0.020087675489706455,0.017479607125020807,0.3488372093023256,17.365733007837594,1.0,0.0164730497215912,1.5048653554979508,0.9921291428126338,0.331578947368421,0.33548872239861877,0.6095014775793395,RED RETROSPOT CHARLOTTE BAG,"CHARLOTTE BAG PINK POLKADOT, STRAWBERRY CHARLOTTE BAG","RED RETROSPOT CHARLOTTE BAG → CHARLOTTE BAG PINK POLKADOT, STRAWBERRY CHARLOTTE BAG"
"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.019810221408356917,0.04461461628100549,0.015259974474224516,0.7703081232492998,17.26582424014382,1.0,0.014376149047648912,4.159421731557087,0.961122159090909,0.31038374717832956,0.7595819648647053,0.5561739621221623,"CHARLOTTE BAG PINK POLKADOT, WOODLAND CHARLOTTE BAG",CHARLOTTE BAG SUKI DESIGN,"CHARLOTTE BAG PINK POLKADOT, WOODLAND CHARLOTTE BAG → CHARLOTTE BAG SUKI DESIGN"
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG'})",0.04461461628100549,0.019810221408356917,0.015259974474224516,0.3420398009950249,17.26582424014382,1.0,0.014376149047648912,1.4897402306005316,0.986075496206181,0.31038374717832956,0.3287420320273632,0.5561739621221623,CHARLOTTE BAG SUKI DESIGN,"CHARLOTTE BAG PINK POLKADOT, WOODLAND CHARLOTTE BAG","CHARLOTTE BAG SUKI DESIGN → CHARLOTTE BAG PINK POLKADOT, WOODLAND CHARLOTTE BAG"
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.020753565284945343,0.04461461628100549,0.015925864269463404,0.767379679144385,17.20018556947881,1.0,0.014999951917812771,4.1070590058724585,0.9618223349943106,0.3221099887766555,0.756516768186151,0.5621724266368691,"STRAWBERRY CHARLOTTE BAG, WOODLAND CHARLOTTE BAG",CHARLOTTE BAG SUKI DESIGN,"STRAWBERRY CHARLOTTE BAG, WOODLAND CHARLOTTE BAG → CHARLOTTE BAG SUKI DESIGN"
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),"frozenset({'STRAWBERRY CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG'})",0.04461461628100549,0.020753565284945343,0.015925864269463404,0.35696517412935325,17.20018556947881,1.0,0.014999951917812771,1.522851322071381,0.9858441508767264,0.3221099887766555,0.3433370772927452,0.5621724266368691,CHARLOTTE BAG SUKI DESIGN,"STRAWBERRY CHARLOTTE BAG, WOODLAND CHARLOTTE BAG","CHARLOTTE BAG SUKI DESIGN → STRAWBERRY CHARLOTTE BAG, WOODLAND CHARLOTTE BAG"
