antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule_str
frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),0.041618112202430495,0.04983075301037678,0.030020531602019864,0.7213333333333334,14.475665924276171,1.0,0.027946669732102403,3.4096982547474526,0.9713440553122343,0.4887082204155375,0.7067189160777901,0.6618916109873794,GARDENERS KNEELING PAD CUP OF TEA ,GARDENERS KNEELING PAD KEEP CALM ,GARDENERS KNEELING PAD CUP OF TEA  → GARDENERS KNEELING PAD KEEP CALM 
frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),0.04983075301037678,0.041618112202430495,0.030020531602019864,0.6024498886414253,14.47566592427617,1.0,0.027946669732102403,2.410719706560833,0.9797397172982303,0.4887082204155375,0.585186117955366,0.6618916109873794,GARDENERS KNEELING PAD KEEP CALM ,GARDENERS KNEELING PAD CUP OF TEA ,GARDENERS KNEELING PAD KEEP CALM  → GARDENERS KNEELING PAD CUP OF TEA 
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.050108207091726316,0.03734531934964763,0.026580100993285612,0.5304540420819491,14.204030152093322,1.0,0.024708793997406817,2.050182020347331,0.9786350960458428,0.4366453965360074,0.5122384305025827,0.621096263240083,RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,RED RETROSPOT CHARLOTTE BAG → CHARLOTTE BAG PINK POLKADOT
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03734531934964763,0.050108207091726316,0.026580100993285612,0.711738484398217,14.20403015209332,1.0,0.024708793997406817,3.295243178491073,0.9656603397574783,0.4366453965360074,0.6965322600385715,0.621096263240083,CHARLOTTE BAG PINK POLKADOT,RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT → RED RETROSPOT CHARLOTTE BAG
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.05171744076355363,0.05304922035403141,0.038843571388935134,0.7510729613733906,14.158039578357608,1.0,0.03610000147772281,3.8041298561639785,0.9800546717604475,0.5892255892255893,0.7371277958927556,0.741645267297574,GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER ,GREEN REGENCY TEACUP AND SAUCER → ROSES REGENCY TEACUP AND SAUCER 
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.05304922035403141,0.05171744076355363,0.038843571388935134,0.7322175732217574,14.158039578357608,1.0,0.03610000147772281,3.541242682148605,0.981433008245783,0.5892255892255893,0.7176132533810808,0.741645267297574,ROSES REGENCY TEACUP AND SAUCER ,GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER  → GREEN REGENCY TEACUP AND SAUCER
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03734531934964763,0.050108207091726316,0.025414793851617556,0.6805349182763745,13.581306491980671,1.0,0.02354348685573876,2.973382216871015,0.9623070451975637,0.409660107334526,0.6636826593210974,0.5938665732024175,STRAWBERRY CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG → RED RETROSPOT CHARLOTTE BAG
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.050108207091726316,0.03734531934964763,0.025414793851617556,0.5071982281284607,13.58130649198067,1.0,0.02354348685573876,1.953431857589367,0.9752367461203024,0.409660107334526,0.4880804282397389,0.5938665732024175,RED RETROSPOT CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG → STRAWBERRY CHARLOTTE BAG
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.04860995505243882,0.05160645913101382,0.03124132955995783,0.6426940639269407,12.453752393577847,1.0,0.028732741901183724,2.6542899099080897,0.966693861313517,0.45293644408688655,0.623251402845205,0.6240352040064812,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE GREEN → ALARM CLOCK BAKELIKE RED 
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.05160645913101382,0.04860995505243882,0.03124132955995783,0.6053763440860215,12.453752393577846,1.0,0.028732741901183724,2.4108794054529477,0.9697481863097681,0.45293644408688655,0.5852135956123764,0.6240352040064812,ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED  → ALARM CLOCK BAKELIKE GREEN
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.04461461628100549,0.050108207091726316,0.026358137728205982,0.5907960199004976,11.79040429083817,1.0,0.024122579296279454,2.32131611397645,0.9579226162636073,0.38555194805194815,0.5692099003754449,0.5584101915670816,CHARLOTTE BAG SUKI DESIGN,RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN → RED RETROSPOT CHARLOTTE BAG
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.050108207091726316,0.04461461628100549,0.026358137728205982,0.5260243632336656,11.79040429083817,1.0,0.024122579296279454,2.0156845829398415,0.9634626524249635,0.38555194805194815,0.503890634247191,0.5584101915670816,RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,RED RETROSPOT CHARLOTTE BAG → CHARLOTTE BAG SUKI DESIGN
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.04439265301592586,0.062427168303645746,0.029854059153210145,0.6725000000000001,10.772553333333335,1.0,0.027082751531939595,2.8628178067064263,0.9493140669222695,0.38788752703677004,0.6506938032670456,0.5753611111111112,PAPER CHAIN KIT VINTAGE CHRISTMAS,PAPER CHAIN KIT 50'S CHRISTMAS ,PAPER CHAIN KIT VINTAGE CHRISTMAS → PAPER CHAIN KIT 50'S CHRISTMAS 
"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),0.062427168303645746,0.04439265301592586,0.029854059153210145,0.47822222222222227,10.772553333333335,1.0,0.027082751531939595,1.8314450857871953,0.9675744286498817,0.38788752703677004,0.4539830826703831,0.5753611111111112,PAPER CHAIN KIT 50'S CHRISTMAS ,PAPER CHAIN KIT VINTAGE CHRISTMAS,PAPER CHAIN KIT 50'S CHRISTMAS  → PAPER CHAIN KIT VINTAGE CHRISTMAS
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.0522723489262527,0.05970811830642029,0.029299150990511072,0.5605095541401275,9.387493192527172,1.0,0.026178067396667892,2.139504716317276,0.9427553241886633,0.35436241610738256,0.5326021053502058,0.5256079369213649,WOODEN FRAME ANTIQUE WHITE ,WOODEN PICTURE FRAME WHITE FINISH,WOODEN FRAME ANTIQUE WHITE  → WOODEN PICTURE FRAME WHITE FINISH
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.05970811830642029,0.0522723489262527,0.029299150990511072,0.49070631970260226,9.387493192527172,1.0,0.026178067396667892,1.8608667017433433,0.9502105743179806,0.35436241610738256,0.46261599551265264,0.5256079369213649,WOODEN PICTURE FRAME WHITE FINISH,WOODEN FRAME ANTIQUE WHITE ,WOODEN PICTURE FRAME WHITE FINISH → WOODEN FRAME ANTIQUE WHITE 
frozenset({'HEART OF WICKER LARGE'}),frozenset({'HEART OF WICKER SMALL'}),0.0507186060706953,0.06459131013817214,0.02680206425836524,0.5284463894967176,8.18138521058449,1.0,0.02352608304387718,1.983674112607217,0.924669244764502,0.30282131661442,0.4958849371252505,0.4716974215524825,HEART OF WICKER LARGE,HEART OF WICKER SMALL,HEART OF WICKER LARGE → HEART OF WICKER SMALL
frozenset({'HEART OF WICKER SMALL'}),frozenset({'HEART OF WICKER LARGE'}),0.06459131013817214,0.0507186060706953,0.02680206425836524,0.41494845360824734,8.18138521058449,1.0,0.02352608304387718,1.6225602680377538,0.9383826760506813,0.30282131661442,0.38369007321413606,0.4716974215524825,HEART OF WICKER SMALL,HEART OF WICKER LARGE,HEART OF WICKER SMALL → HEART OF WICKER LARGE
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.05582376116752678,0.05909771932745131,0.026080683646856444,0.46719681908548705,7.905496597877523,1.0,0.02278162667757527,1.7659471909637758,0.925151149486373,0.29356652092442226,0.4337316511405733,0.45425568653804865,LUNCH BAG PINK POLKADOT,LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT → LUNCH BAG CARS BLUE
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05909771932745131,0.05582376116752678,0.026080683646856444,0.44131455399061026,7.905496597877522,1.0,0.02278162667757527,1.6899961249690485,0.9283703001008868,0.29356652092442226,0.4082826669094791,0.45425568653804865,LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT,LUNCH BAG CARS BLUE → LUNCH BAG PINK POLKADOT
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05582376116752678,0.06747683258420731,0.028966206092891626,0.5188866799204771,7.689849390499111,1.0,0.025199395506369647,1.9382609636782797,0.9213941271111921,0.30705882352941183,0.48407360064545774,0.47408149785497544,LUNCH BAG PINK POLKADOT,LUNCH BAG  BLACK SKULL.,LUNCH BAG PINK POLKADOT → LUNCH BAG  BLACK SKULL.
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.06747683258420731,0.05582376116752678,0.028966206092891626,0.42927631578947373,7.689849390499111,1.0,0.025199395506369647,1.6543491446978205,0.9329081269144263,0.30705882352941183,0.3955326762763506,0.47408149785497544,LUNCH BAG  BLACK SKULL.,LUNCH BAG PINK POLKADOT,LUNCH BAG  BLACK SKULL. → LUNCH BAG PINK POLKADOT
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG CARS BLUE'}),0.05759946728816381,0.05909771932745131,0.02519283058653793,0.43737957610789985,7.400955249803252,1.0,0.02178883343533131,1.6723571358529203,0.9177438646212939,0.2753183747725894,0.4020415983156678,0.4318353279600532,LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN  → LUNCH BAG CARS BLUE
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.05909771932745131,0.05759946728816381,0.02519283058653793,0.4262910798122066,7.400955249803252,1.0,0.02178883343533131,1.642645773057456,0.9192052402019011,0.2753183747725894,0.39122602304043896,0.4318353279600532,LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG CARS BLUE → LUNCH BAG SPACEBOY DESIGN 
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05665612341157539,0.06747683258420731,0.027689917318683758,0.4887365328109696,7.243027185679675,1.0,0.0238669415643707,1.823958149294108,0.913703053165154,0.28711162255466055,0.4517418064734593,0.44954918745811645,LUNCH BAG SUKI DESIGN ,LUNCH BAG  BLACK SKULL.,LUNCH BAG SUKI DESIGN  → LUNCH BAG  BLACK SKULL.
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.06747683258420731,0.05665612341157539,0.027689917318683758,0.4103618421052632,7.243027185679675,1.0,0.0238669415643707,1.5998691128752085,0.9243053795779599,0.28711162255466055,0.3749488680340558,0.44954918745811645,LUNCH BAG  BLACK SKULL.,LUNCH BAG SUKI DESIGN ,LUNCH BAG  BLACK SKULL. → LUNCH BAG SUKI DESIGN 
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.06270462238499529,0.062871094833805,0.02846678874646246,0.4539823008849557,7.220842934022761,1.0,0.02452448048597749,1.7162976707257702,0.9191467640875453,0.2931428571428572,0.41735048817194387,0.4533812651821072,JUMBO STORAGE BAG SUKI,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI → JUMBO SHOPPER VINTAGE RED PAISLEY
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.062871094833805,0.06270462238499529,0.02846678874646246,0.45278022947925867,7.220842934022761,1.0,0.02452448048597749,1.7128317142545169,0.919310042172118,0.2931428571428572,0.4161714827686768,0.4533812651821072,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI,JUMBO SHOPPER VINTAGE RED PAISLEY → JUMBO STORAGE BAG SUKI
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.07724321624771101,0.05582376116752678,0.03074191221352866,0.3979885057471264,7.129374614382669,1.0,0.026429905357904817,1.5683691222611011,0.9317029772484371,0.30043383947939256,0.3623949963014378,0.47434216539841406,LUNCH BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT → LUNCH BAG PINK POLKADOT
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05582376116752678,0.07724321624771101,0.03074191221352866,0.5506958250497017,7.129374614382668,1.0,0.026429905357904817,2.0537462930415984,0.9105664889018078,0.30043383947939256,0.5130849397570915,0.47434216539841406,LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT → LUNCH BAG RED RETROSPOT
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05909771932745131,0.06747683258420731,0.02791188058376339,0.4723004694835681,6.999446349147517,1.0,0.023924153670596485,1.7671479951918492,0.9109676688629723,0.2829021372328459,0.43411643918853793,0.44297589263652093,LUNCH BAG CARS BLUE,LUNCH BAG  BLACK SKULL.,LUNCH BAG CARS BLUE → LUNCH BAG  BLACK SKULL.
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG CARS BLUE'}),0.06747683258420731,0.05909771932745131,0.02791188058376339,0.41365131578947373,6.999446349147517,1.0,0.023924153670596485,1.604680467458372,0.9191530968902445,0.2829021372328459,0.3768229748668381,0.44297589263652093,LUNCH BAG  BLACK SKULL.,LUNCH BAG CARS BLUE,LUNCH BAG  BLACK SKULL. → LUNCH BAG CARS BLUE
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.06431385605682259,0.06270462238499529,0.0280228622163032,0.4357204486626402,6.94877717287561,1.0,0.0239900861581372,1.6610479245501384,0.9149326331043732,0.2830717488789238,0.39797041059436616,0.4413115517649484,JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI,JUMBO BAG PINK POLKADOT → JUMBO STORAGE BAG SUKI
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.06270462238499529,0.06431385605682259,0.0280228622163032,0.44690265486725655,6.948777172875609,1.0,0.0239900861581372,1.6917205482492645,0.9133617938195454,0.2830717488789238,0.40888582275903396,0.4413115517649484,JUMBO STORAGE BAG SUKI,JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI → JUMBO BAG PINK POLKADOT
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05759946728816381,0.06747683258420731,0.02680206425836524,0.4653179190751445,6.895965641162155,1.0,0.022915434647222285,1.7440703563560231,0.9072444750194111,0.2727272727272727,0.42662863550450336,0.4312609332217828,LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG  BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN  → LUNCH BAG  BLACK SKULL.
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.06747683258420731,0.05759946728816381,0.02680206425836524,0.3972039473684211,6.895965641162155,1.0,0.022915434647222285,1.5633820569953516,0.9168540862394918,0.2727272727272727,0.360361086705901,0.4312609332217828,LUNCH BAG  BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG  BLACK SKULL. → LUNCH BAG SPACEBOY DESIGN 
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.048277010154819375,0.07724321624771101,0.025303812219077744,0.5241379310344828,6.785552913198574,1.0,0.02157474068389609,1.9391265745519117,0.8958784051259863,0.25249169435215946,0.4843039061382172,0.42586206896551726,LUNCH BAG WOODLAND,LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND → LUNCH BAG RED RETROSPOT
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG WOODLAND'}),0.07724321624771101,0.048277010154819375,0.025303812219077744,0.3275862068965517,6.785552913198574,1.0,0.02157474068389609,1.415382907974884,0.9240008735531775,0.25249169435215946,0.29347740857575405,0.42586206896551726,LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND,LUNCH BAG RED RETROSPOT → LUNCH BAG WOODLAND
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.07724321624771101,0.05665612341157539,0.028633261195272184,0.3706896551724138,6.542799486642575,1.0,0.024256960002834865,1.4990121874555788,0.9180753153289225,0.27200843437005795,0.33289401622718057,0.43803826539227936,LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN ,LUNCH BAG RED RETROSPOT → LUNCH BAG SUKI DESIGN 
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05665612341157539,0.07724321624771101,0.028633261195272184,0.5053868756121449,6.542799486642574,1.0,0.024256960002834865,1.8656132202199742,0.8980396716826267,0.27200843437005795,0.46398321519071883,0.43803826539227936,LUNCH BAG SUKI DESIGN ,LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN  → LUNCH BAG RED RETROSPOT
