antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule_str
frozenset({'SPACEBOY LUNCH BOX '}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.03889906220520504,0.03878808057266522,0.023639087730980522,0.6077032810271041,15.667268708711651,1.0,0.02213026777196391,2.4502165655220423,0.9740627947825521,0.4373716632443532,0.5918728107256347,0.6085726705564705,SPACEBOY LUNCH BOX ,DOLLY GIRL LUNCH BOX,SPACEBOY LUNCH BOX  → DOLLY GIRL LUNCH BOX
frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'SPACEBOY LUNCH BOX '}),0.03878808057266522,0.03889906220520504,0.023639087730980522,0.6094420600858369,15.66726870871165,1.0,0.02213026777196391,2.460840862705354,0.973950329386549,0.4373716632443532,0.5936348363052464,0.6085726705564705,DOLLY GIRL LUNCH BOX,SPACEBOY LUNCH BOX ,DOLLY GIRL LUNCH BOX → SPACEBOY LUNCH BOX 
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.03778924587980689,0.03734531934964763,0.020753565284945343,0.5491923641703378,14.70578840224912,1.0,0.019342313829581598,2.1354001222243975,0.9686023166737598,0.38163265306122457,0.5317036888813499,0.5524565089796711,WOODLAND CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG,WOODLAND CHARLOTTE BAG → STRAWBERRY CHARLOTTE BAG
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.03734531934964763,0.03778924587980689,0.020753565284945343,0.5557206537890045,14.705788402249118,1.0,0.019342313829581598,2.165778720812341,0.9681556474016022,0.38163265306122457,0.5382723126834862,0.5524565089796711,STRAWBERRY CHARLOTTE BAG,WOODLAND CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG → WOODLAND CHARLOTTE BAG
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.03895455302147494,0.05304922035403141,0.030242494867099495,0.7763532763532764,14.634584093266103,1.0,0.02817598620007047,4.234136607079428,0.9694325212115241,0.48966756513926324,0.76382434182024,0.6732184791808222,PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER ,PINK REGENCY TEACUP AND SAUCER → ROSES REGENCY TEACUP AND SAUCER 
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.05304922035403141,0.03895455302147494,0.030242494867099495,0.5700836820083681,14.6345840932661,1.0,0.02817598620007047,2.235424446013308,0.9838618127666208,0.48966756513926324,0.5526576611509211,0.6732184791808222,ROSES REGENCY TEACUP AND SAUCER ,PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER  → PINK REGENCY TEACUP AND SAUCER
frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),0.041618112202430495,0.04983075301037678,0.030020531602019864,0.7213333333333334,14.475665924276171,1.0,0.027946669732102403,3.4096982547474526,0.9713440553122343,0.4887082204155375,0.7067189160777901,0.6618916109873794,GARDENERS KNEELING PAD CUP OF TEA ,GARDENERS KNEELING PAD KEEP CALM ,GARDENERS KNEELING PAD CUP OF TEA  → GARDENERS KNEELING PAD KEEP CALM 
frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),0.04983075301037678,0.041618112202430495,0.030020531602019864,0.6024498886414253,14.47566592427617,1.0,0.027946669732102403,2.410719706560833,0.9797397172982303,0.4887082204155375,0.585186117955366,0.6618916109873794,GARDENERS KNEELING PAD KEEP CALM ,GARDENERS KNEELING PAD CUP OF TEA ,GARDENERS KNEELING PAD KEEP CALM  → GARDENERS KNEELING PAD CUP OF TEA 
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.03734531934964763,0.03734531934964763,0.020087675489706455,0.5378900445765231,14.403144863764522,1.0,0.01869300261237929,2.0831723475166792,0.9666713694447239,0.36788617886178865,0.5199629060014713,0.5378900445765231,CHARLOTTE BAG PINK POLKADOT,STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT → STRAWBERRY CHARLOTTE BAG
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.03734531934964763,0.03734531934964763,0.020087675489706455,0.5378900445765231,14.403144863764522,1.0,0.01869300261237929,2.0831723475166792,0.9666713694447239,0.36788617886178865,0.5199629060014713,0.5378900445765231,STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,STRAWBERRY CHARLOTTE BAG → CHARLOTTE BAG PINK POLKADOT
